host_ts,topic,payload_len,payload
2026-07-17T06:05:53,health_monitor/node_2/cs_ppg,312,"{""ts"":196558,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6800,0.7341,0.7846,0.8290,0.8651,0.8910,0.9054,0.9073,0.8965,0.8733,0.8384,0.7934,0.7401,0.6807,0.6179,0.5542,0.4926,0.4356,0.3857,0.3449,0.3150,0.2972,0.2920,0.2995,0.3191,0.3497,0.3897,0.4371,0.4894,0.5443,0.5989,0.6507]}"
2026-07-17T06:05:53,health_monitor/node_1/cs_imu,1530,"{""ts"":196596,""finger"":true,""mean_ax"":0.1000,""ax"":[2.0500,2.0858,2.1205,2.1528,2.1819,2.2067,2.2264,2.2404,2.2483,2.2498,2.2448,2.2335,2.2163,2.1937,2.1665,2.1355,2.1017,2.0663,2.0304,1.9950,1.9615,1.9308,1.9040,1.8819,1.8652,1.8545,1.8501,1.8522,1.8606,1.8752,1.8954,1.9207],""mean_ay"":0.2000,""ay"":[2.3183,2.3349,2.3456,2.3499,2.3478,2.3393,2.3246,2.3044,2.2791,2.2497,2.2170,2.1822,2.1463,2.1106,2.0761,2.0440,2.0154,1.9911,1.9719,1.9585,1.9513,1.9505,1.9561,1.9680,1.9858,2.0089,2.0365,2.0679,2.1018,2.1374,2.1733,2.2085],""mean_az"":0.3000,""az"":[2.4319,2.4140,2.3909,2.3632,2.3318,2.2978,2.2623,2.2264,2.1912,2.1579,2.1276,2.1013,2.0797,2.0637,2.0537,2.0500,2.0528,2.0620,2.0772,2.0980,2.1237,2.1536,2.1865,2.2215,2.2574,2.2930,2.3273,2.3591,2.3873,2.4111,2.4297,2.4425],""mean_gx"":0.4000,""gx"":[2.3782,2.3423,2.3067,2.2724,2.2407,2.2124,2.1887,2.1701,2.1574,2.1509,2.1508,2.1571,2.1697,2.1881,2.2118,2.2399,2.2715,2.3057,2.3414,2.3773,2.4123,2.4453,2.4753,2.5012,2.5222,2.5376,2.5470,2.5500,2.5465,2.5368,2.5209,2.4996],""mean_gy"":0.5000,""gy"":[2.2986,2.2777,2.2623,2.2530,2.2500,2.2535,2.2634,2.2792,2.3006,2.3269,2.3571,2.3903,2.4254,2.4614,2.4969,2.5310,2.5624,2.5902,2.6135,2.6315,2.6436,2.6495,2.6489,2.6419,2.6287,2.6097,2.5856,2.5570,2.5251,2.4907,2.4550,2.4191],""mean_gz"":0.6000,""gz"":[2.3582,2.3715,2.3905,2.4147,2.4432,2.4752,2.5096,2.5454,2.5812,2.6161,2.6488,2.6784,2.7037,2.7242,2.7389,2.7476,2.7499,2.7458,2.7353,2.7188,2.6969,2.6702,2.6396,2.6062,2.5709,2.5350,2.4995,2.4657,2.4346,2.4072,2.3844,2.3670],""relayed_by"":2}"
2026-07-17T06:05:56,health_monitor/node_2/cs_ppg,312,"{""ts"":199586,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6900,0.7441,0.7946,0.8390,0.8751,0.9010,0.9154,0.9173,0.9065,0.8833,0.8484,0.8034,0.7501,0.6907,0.6279,0.5642,0.5026,0.4456,0.3957,0.3549,0.3250,0.3072,0.3020,0.3095,0.3291,0.3597,0.3997,0.4471,0.4994,0.5543,0.6089,0.6607]}"
2026-07-17T06:05:56,health_monitor/node_1/cs_imu,1530,"{""ts"":199621,""finger"":true,""mean_ax"":0.1000,""ax"":[2.0800,2.1158,2.1505,2.1828,2.2119,2.2367,2.2564,2.2704,2.2783,2.2798,2.2748,2.2635,2.2463,2.2237,2.1965,2.1655,2.1317,2.0963,2.0604,2.0250,1.9915,1.9608,1.9340,1.9119,1.8952,1.8845,1.8801,1.8822,1.8906,1.9052,1.9254,1.9507],""mean_ay"":0.2000,""ay"":[2.3483,2.3649,2.3756,2.3799,2.3778,2.3693,2.3546,2.3344,2.3091,2.2797,2.2470,2.2122,2.1763,2.1406,2.1061,2.0740,2.0454,2.0211,2.0019,1.9885,1.9813,1.9805,1.9861,1.9980,2.0158,2.0389,2.0665,2.0979,2.1318,2.1674,2.2033,2.2385],""mean_az"":0.3000,""az"":[2.4619,2.4440,2.4209,2.3932,2.3618,2.3278,2.2923,2.2564,2.2212,2.1879,2.1576,2.1313,2.1097,2.0937,2.0837,2.0800,2.0828,2.0920,2.1072,2.1280,2.1537,2.1836,2.2165,2.2515,2.2874,2.3230,2.3573,2.3891,2.4173,2.4411,2.4597,2.4725],""mean_gx"":0.4000,""gx"":[2.4082,2.3723,2.3367,2.3024,2.2707,2.2424,2.2187,2.2001,2.1874,2.1809,2.1808,2.1871,2.1997,2.2181,2.2418,2.2699,2.3015,2.3357,2.3714,2.4073,2.4423,2.4753,2.5053,2.5312,2.5522,2.5676,2.5770,2.5800,2.5765,2.5668,2.5509,2.5296],""mean_gy"":0.5000,""gy"":[2.3286,2.3077,2.2923,2.2830,2.2800,2.2835,2.2934,2.3092,2.3306,2.3569,2.3871,2.4203,2.4554,2.4914,2.5269,2.5610,2.5924,2.6202,2.6435,2.6615,2.6736,2.6795,2.6789,2.6719,2.6587,2.6397,2.6156,2.5870,2.5551,2.5207,2.4850,2.4491],""mean_gz"":0.6000,""gz"":[2.3882,2.4015,2.4205,2.4447,2.4732,2.5052,2.5396,2.5754,2.6112,2.6461,2.6788,2.7084,2.7337,2.7542,2.7689,2.7776,2.7799,2.7758,2.7653,2.7488,2.7269,2.7002,2.6696,2.6362,2.6009,2.5650,2.5295,2.4957,2.4646,2.4372,2.4144,2.3970],""relayed_by"":2}"
2026-07-17T06:05:59,health_monitor/node_2/cs_ppg,312,"{""ts"":202608,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.7000,0.7541,0.8046,0.8490,0.8851,0.9110,0.9254,0.9273,0.9165,0.8933,0.8584,0.8134,0.7601,0.7007,0.6379,0.5742,0.5126,0.4556,0.4057,0.3649,0.3350,0.3172,0.3120,0.3195,0.3391,0.3697,0.4097,0.4571,0.5094,0.5643,0.6189,0.6707]}"
2026-07-17T06:06:00,health_monitor/node_1/cs_imu,1530,"{""ts"":202648,""finger"":true,""mean_ax"":0.1000,""ax"":[2.1100,2.1458,2.1805,2.2128,2.2419,2.2667,2.2864,2.3004,2.3083,2.3098,2.3048,2.2935,2.2763,2.2537,2.2265,2.1955,2.1617,2.1263,2.0904,2.0550,2.0215,1.9908,1.9640,1.9419,1.9252,1.9145,1.9101,1.9122,1.9206,1.9352,1.9554,1.9807],""mean_ay"":0.2000,""ay"":[2.3783,2.3949,2.4056,2.4099,2.4078,2.3993,2.3846,2.3644,2.3391,2.3097,2.2770,2.2422,2.2063,2.1706,2.1361,2.1040,2.0754,2.0511,2.0319,2.0185,2.0113,2.0105,2.0161,2.0280,2.0458,2.0689,2.0965,2.1279,2.1618,2.1974,2.2333,2.2685],""mean_az"":0.3000,""az"":[2.4919,2.4740,2.4509,2.4232,2.3918,2.3578,2.3223,2.2864,2.2512,2.2179,2.1876,2.1613,2.1397,2.1237,2.1137,2.1100,2.1128,2.1220,2.1372,2.1580,2.1837,2.2136,2.2465,2.2815,2.3174,2.3530,2.3873,2.4191,2.4473,2.4711,2.4897,2.5025],""mean_gx"":0.4000,""gx"":[2.4382,2.4023,2.3667,2.3324,2.3007,2.2724,2.2487,2.2301,2.2174,2.2109,2.2108,2.2171,2.2297,2.2481,2.2718,2.2999,2.3315,2.3657,2.4014,2.4373,2.4723,2.5053,2.5353,2.5612,2.5822,2.5976,2.6070,2.6100,2.6065,2.5968,2.5809,2.5596],""mean_gy"":0.5000,""gy"":[2.3586,2.3377,2.3223,2.3130,2.3100,2.3135,2.3234,2.3392,2.3606,2.3869,2.4171,2.4503,2.4854,2.5214,2.5569,2.5910,2.6224,2.6502,2.6735,2.6915,2.7036,2.7095,2.7089,2.7019,2.6887,2.6697,2.6456,2.6170,2.5851,2.5507,2.5150,2.4791],""mean_gz"":0.6000,""gz"":[2.4182,2.4315,2.4505,2.4747,2.5032,2.5352,2.5696,2.6054,2.6412,2.6761,2.7088,2.7384,2.7637,2.7842,2.7989,2.8076,2.8099,2.8058,2.7953,2.7788,2.7569,2.7302,2.6996,2.6662,2.6309,2.5950,2.5595,2.5257,2.4946,2.4672,2.4444,2.4270],""relayed_by"":2}"
2026-07-17T06:06:02,health_monitor/node_2/cs_ppg,312,"{""ts"":205649,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.7100,0.7641,0.8146,0.8590,0.8951,0.9210,0.9354,0.9373,0.9265,0.9033,0.8684,0.8234,0.7701,0.7107,0.6479,0.5842,0.5226,0.4656,0.4157,0.3749,0.3450,0.3272,0.3220,0.3295,0.3491,0.3797,0.4197,0.4671,0.5194,0.5743,0.6289,0.6807]}"
2026-07-17T06:06:02,health_monitor/node_1/cs_imu,1530,"{""ts"":205686,""finger"":true,""mean_ax"":0.1000,""ax"":[2.1400,2.1758,2.2105,2.2428,2.2719,2.2967,2.3164,2.3304,2.3383,2.3398,2.3348,2.3235,2.3063,2.2837,2.2565,2.2255,2.1917,2.1563,2.1204,2.0850,2.0515,2.0208,1.9940,1.9719,1.9552,1.9445,1.9401,1.9422,1.9506,1.9652,1.9854,2.0107],""mean_ay"":0.2000,""ay"":[2.4083,2.4249,2.4356,2.4399,2.4378,2.4293,2.4146,2.3944,2.3691,2.3397,2.3070,2.2722,2.2363,2.2006,2.1661,2.1340,2.1054,2.0811,2.0619,2.0485,2.0413,2.0405,2.0461,2.0580,2.0758,2.0989,2.1265,2.1579,2.1918,2.2274,2.2633,2.2985],""mean_az"":0.3000,""az"":[2.5219,2.5040,2.4809,2.4532,2.4218,2.3878,2.3523,2.3164,2.2812,2.2479,2.2176,2.1913,2.1697,2.1537,2.1437,2.1400,2.1428,2.1520,2.1672,2.1880,2.2137,2.2436,2.2765,2.3115,2.3474,2.3830,2.4173,2.4491,2.4773,2.5011,2.5197,2.5325],""mean_gx"":0.4000,""gx"":[2.4682,2.4323,2.3967,2.3624,2.3307,2.3024,2.2787,2.2601,2.2474,2.2409,2.2408,2.2471,2.2597,2.2781,2.3018,2.3299,2.3615,2.3957,2.4314,2.4673,2.5023,2.5353,2.5653,2.5912,2.6122,2.6276,2.6370,2.6400,2.6365,2.6268,2.6109,2.5896],""mean_gy"":0.5000,""gy"":[2.3886,2.3677,2.3523,2.3430,2.3400,2.3435,2.3534,2.3692,2.3906,2.4169,2.4471,2.4803,2.5154,2.5514,2.5869,2.6210,2.6524,2.6802,2.7035,2.7215,2.7336,2.7395,2.7389,2.7319,2.7187,2.6997,2.6756,2.6470,2.6151,2.5807,2.5450,2.5091],""mean_gz"":0.6000,""gz"":[2.4482,2.4615,2.4805,2.5047,2.5332,2.5652,2.5996,2.6354,2.6712,2.7061,2.7388,2.7684,2.7937,2.8142,2.8289,2.8376,2.8399,2.8358,2.8253,2.8088,2.7869,2.7602,2.7296,2.6962,2.6609,2.6250,2.5895,2.5557,2.5246,2.4972,2.4744,2.4570],""relayed_by"":2}"
2026-07-17T06:06:05,health_monitor/node_2/cs_ppg,312,"{""ts"":208682,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.7200,0.7741,0.8246,0.8690,0.9051,0.9310,0.9454,0.9473,0.9365,0.9133,0.8784,0.8334,0.7801,0.7207,0.6579,0.5942,0.5326,0.4756,0.4257,0.3849,0.3550,0.3372,0.3320,0.3395,0.3591,0.3897,0.4297,0.4771,0.5294,0.5843,0.6389,0.6907]}"
2026-07-17T06:06:06,health_monitor/node_1/cs_imu,1530,"{""ts"":208716,""finger"":true,""mean_ax"":0.1000,""ax"":[2.1700,2.2058,2.2405,2.2728,2.3019,2.3267,2.3464,2.3604,2.3683,2.3698,2.3648,2.3535,2.3363,2.3137,2.2865,2.2555,2.2217,2.1863,2.1504,2.1150,2.0815,2.0508,2.0240,2.0019,1.9852,1.9745,1.9701,1.9722,1.9806,1.9952,2.0154,2.0407],""mean_ay"":0.2000,""ay"":[2.4383,2.4549,2.4656,2.4699,2.4678,2.4593,2.4446,2.4244,2.3991,2.3697,2.3370,2.3022,2.2663,2.2306,2.1961,2.1640,2.1354,2.1111,2.0919,2.0785,2.0713,2.0705,2.0761,2.0880,2.1058,2.1289,2.1565,2.1879,2.2218,2.2574,2.2933,2.3285],""mean_az"":0.3000,""az"":[2.5519,2.5340,2.5109,2.4832,2.4518,2.4178,2.3823,2.3464,2.3112,2.2779,2.2476,2.2213,2.1997,2.1837,2.1737,2.1700,2.1728,2.1820,2.1972,2.2180,2.2437,2.2736,2.3065,2.3415,2.3774,2.4130,2.4473,2.4791,2.5073,2.5311,2.5497,2.5625],""mean_gx"":0.4000,""gx"":[2.4982,2.4623,2.4267,2.3924,2.3607,2.3324,2.3087,2.2901,2.2774,2.2709,2.2708,2.2771,2.2897,2.3081,2.3318,2.3599,2.3915,2.4257,2.4614,2.4973,2.5323,2.5653,2.5953,2.6212,2.6422,2.6576,2.6670,2.6700,2.6665,2.6568,2.6409,2.6196],""mean_gy"":0.5000,""gy"":[2.4186,2.3977,2.3823,2.3730,2.3700,2.3735,2.3834,2.3992,2.4206,2.4469,2.4771,2.5103,2.5454,2.5814,2.6169,2.6510,2.6824,2.7102,2.7335,2.7515,2.7636,2.7695,2.7689,2.7619,2.7487,2.7297,2.7056,2.6770,2.6451,2.6107,2.5750,2.5391],""mean_gz"":0.6000,""gz"":[2.4782,2.4915,2.5105,2.5347,2.5632,2.5952,2.6296,2.6654,2.7012,2.7361,2.7688,2.7984,2.8237,2.8442,2.8589,2.8676,2.8699,2.8658,2.8553,2.8388,2.8169,2.7902,2.7596,2.7262,2.6909,2.6550,2.6195,2.5857,2.5546,2.5272,2.5044,2.4870],""relayed_by"":2}"
2026-07-17T06:06:08,health_monitor/node_2/cs_ppg,312,"{""ts"":211711,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6300,0.6841,0.7346,0.7790,0.8151,0.8410,0.8554,0.8573,0.8465,0.8233,0.7884,0.7434,0.6901,0.6307,0.5679,0.5042,0.4426,0.3856,0.3357,0.2949,0.2650,0.2472,0.2420,0.2495,0.2691,0.2997,0.3397,0.3871,0.4394,0.4943,0.5489,0.6007]}"
2026-07-17T06:06:09,health_monitor/node_1/cs_imu,1530,"{""ts"":211744,""finger"":true,""mean_ax"":0.1000,""ax"":[2.2000,2.2358,2.2705,2.3028,2.3319,2.3567,2.3764,2.3904,2.3983,2.3998,2.3948,2.3835,2.3663,2.3437,2.3165,2.2855,2.2517,2.2163,2.1804,2.1450,2.1115,2.0808,2.0540,2.0319,2.0152,2.0045,2.0001,2.0022,2.0106,2.0252,2.0454,2.0707],""mean_ay"":0.2000,""ay"":[2.4683,2.4849,2.4956,2.4999,2.4978,2.4893,2.4746,2.4544,2.4291,2.3997,2.3670,2.3322,2.2963,2.2606,2.2261,2.1940,2.1654,2.1411,2.1219,2.1085,2.1013,2.1005,2.1061,2.1180,2.1358,2.1589,2.1865,2.2179,2.2518,2.2874,2.3233,2.3585],""mean_az"":0.3000,""az"":[2.5819,2.5640,2.5409,2.5132,2.4818,2.4478,2.4123,2.3764,2.3412,2.3079,2.2776,2.2513,2.2297,2.2137,2.2037,2.2000,2.2028,2.2120,2.2272,2.2480,2.2737,2.3036,2.3365,2.3715,2.4074,2.4430,2.4773,2.5091,2.5373,2.5611,2.5797,2.5925],""mean_gx"":0.4000,""gx"":[2.5282,2.4923,2.4567,2.4224,2.3907,2.3624,2.3387,2.3201,2.3074,2.3009,2.3008,2.3071,2.3197,2.3381,2.3618,2.3899,2.4215,2.4557,2.4914,2.5273,2.5623,2.5953,2.6253,2.6512,2.6722,2.6876,2.6970,2.7000,2.6965,2.6868,2.6709,2.6496],""mean_gy"":0.5000,""gy"":[2.4486,2.4277,2.4123,2.4030,2.4000,2.4035,2.4134,2.4292,2.4506,2.4769,2.5071,2.5403,2.5754,2.6114,2.6469,2.6810,2.7124,2.7402,2.7635,2.7815,2.7936,2.7995,2.7989,2.7919,2.7787,2.7597,2.7356,2.7070,2.6751,2.6407,2.6050,2.5691],""mean_gz"":0.6000,""gz"":[2.5082,2.5215,2.5405,2.5647,2.5932,2.6252,2.6596,2.6954,2.7312,2.7661,2.7988,2.8284,2.8537,2.8742,2.8889,2.8976,2.8999,2.8958,2.8853,2.8688,2.8469,2.8202,2.7896,2.7562,2.7209,2.6850,2.6495,2.6157,2.5846,2.5572,2.5344,2.5170],""relayed_by"":2}"
2026-07-17T06:06:11,health_monitor/node_2/cs_ppg,312,"{""ts"":214726,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6400,0.6941,0.7446,0.7890,0.8251,0.8510,0.8654,0.8673,0.8565,0.8333,0.7984,0.7534,0.7001,0.6407,0.5779,0.5142,0.4526,0.3956,0.3457,0.3049,0.2750,0.2572,0.2520,0.2595,0.2791,0.3097,0.3497,0.3971,0.4494,0.5043,0.5589,0.6107]}"
2026-07-17T06:06:12,health_monitor/node_1/cs_imu,1530,"{""ts"":214769,""finger"":true,""mean_ax"":0.1000,""ax"":[2.2300,2.2658,2.3005,2.3328,2.3619,2.3867,2.4064,2.4204,2.4283,2.4298,2.4248,2.4135,2.3963,2.3737,2.3465,2.3155,2.2817,2.2463,2.2104,2.1750,2.1415,2.1108,2.0840,2.0619,2.0452,2.0345,2.0301,2.0322,2.0406,2.0552,2.0754,2.1007],""mean_ay"":0.2000,""ay"":[2.4983,2.5149,2.5256,2.5299,2.5278,2.5193,2.5046,2.4844,2.4591,2.4297,2.3970,2.3622,2.3263,2.2906,2.2561,2.2240,2.1954,2.1711,2.1519,2.1385,2.1313,2.1305,2.1361,2.1480,2.1658,2.1889,2.2165,2.2479,2.2818,2.3174,2.3533,2.3885],""mean_az"":0.3000,""az"":[2.6119,2.5940,2.5709,2.5432,2.5118,2.4778,2.4423,2.4064,2.3712,2.3379,2.3076,2.2813,2.2597,2.2437,2.2337,2.2300,2.2328,2.2420,2.2572,2.2780,2.3037,2.3336,2.3665,2.4015,2.4374,2.4730,2.5073,2.5391,2.5673,2.5911,2.6097,2.6225],""mean_gx"":0.4000,""gx"":[2.5582,2.5223,2.4867,2.4524,2.4207,2.3924,2.3687,2.3501,2.3374,2.3309,2.3308,2.3371,2.3497,2.3681,2.3918,2.4199,2.4515,2.4857,2.5214,2.5573,2.5923,2.6253,2.6553,2.6812,2.7022,2.7176,2.7270,2.7300,2.7265,2.7168,2.7009,2.6796],""mean_gy"":0.5000,""gy"":[2.4786,2.4577,2.4423,2.4330,2.4300,2.4335,2.4434,2.4592,2.4806,2.5069,2.5371,2.5703,2.6054,2.6414,2.6769,2.7110,2.7424,2.7702,2.7935,2.8115,2.8236,2.8295,2.8289,2.8219,2.8087,2.7897,2.7656,2.7370,2.7051,2.6707,2.6350,2.5991],""mean_gz"":0.6000,""gz"":[2.5382,2.5515,2.5705,2.5947,2.6232,2.6552,2.6896,2.7254,2.7612,2.7961,2.8288,2.8584,2.8837,2.9042,2.9189,2.9276,2.9299,2.9258,2.9153,2.8988,2.8769,2.8502,2.8196,2.7862,2.7509,2.7150,2.6795,2.6457,2.6146,2.5872,2.5644,2.5470],""relayed_by"":2}"
2026-07-17T06:06:14,health_monitor/node_2/cs_ppg,312,"{""ts"":217750,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6500,0.7041,0.7546,0.7990,0.8351,0.8610,0.8754,0.8773,0.8665,0.8433,0.8084,0.7634,0.7101,0.6507,0.5879,0.5242,0.4626,0.4056,0.3557,0.3149,0.2850,0.2672,0.2620,0.2695,0.2891,0.3197,0.3597,0.4071,0.4594,0.5143,0.5689,0.6207]}"
2026-07-17T06:06:15,health_monitor/node_1/cs_imu,1530,"{""ts"":217797,""finger"":true,""mean_ax"":0.1000,""ax"":[2.2600,2.2958,2.3305,2.3628,2.3919,2.4167,2.4364,2.4504,2.4583,2.4598,2.4548,2.4435,2.4263,2.4037,2.3765,2.3455,2.3117,2.2763,2.2404,2.2050,2.1715,2.1408,2.1140,2.0919,2.0752,2.0645,2.0601,2.0622,2.0706,2.0852,2.1054,2.1307],""mean_ay"":0.2000,""ay"":[2.5283,2.5449,2.5556,2.5599,2.5578,2.5493,2.5346,2.5144,2.4891,2.4597,2.4270,2.3922,2.3563,2.3206,2.2861,2.2540,2.2254,2.2011,2.1819,2.1685,2.1613,2.1605,2.1661,2.1780,2.1958,2.2189,2.2465,2.2779,2.3118,2.3474,2.3833,2.4185],""mean_az"":0.3000,""az"":[2.6419,2.6240,2.6009,2.5732,2.5418,2.5078,2.4723,2.4364,2.4012,2.3679,2.3376,2.3113,2.2897,2.2737,2.2637,2.2600,2.2628,2.2720,2.2872,2.3080,2.3337,2.3636,2.3965,2.4315,2.4674,2.5030,2.5373,2.5691,2.5973,2.6211,2.6397,2.6525],""mean_gx"":0.4000,""gx"":[2.5882,2.5523,2.5167,2.4824,2.4507,2.4224,2.3987,2.3801,2.3674,2.3609,2.3608,2.3671,2.3797,2.3981,2.4218,2.4499,2.4815,2.5157,2.5514,2.5873,2.6223,2.6553,2.6853,2.7112,2.7322,2.7476,2.7570,2.7600,2.7565,2.7468,2.7309,2.7096],""mean_gy"":0.5000,""gy"":[2.5086,2.4877,2.4723,2.4630,2.4600,2.4635,2.4734,2.4892,2.5106,2.5369,2.5671,2.6003,2.6354,2.6714,2.7069,2.7410,2.7724,2.8002,2.8235,2.8415,2.8536,2.8595,2.8589,2.8519,2.8387,2.8197,2.7956,2.7670,2.7351,2.7007,2.6650,2.6291],""mean_gz"":0.6000,""gz"":[2.5682,2.5815,2.6005,2.6247,2.6532,2.6852,2.7196,2.7554,2.7912,2.8261,2.8588,2.8884,2.9137,2.9342,2.9489,2.9576,2.9599,2.9558,2.9453,2.9288,2.9069,2.8802,2.8496,2.8162,2.7809,2.7450,2.7095,2.6757,2.6446,2.6172,2.5944,2.5770],""relayed_by"":2}"
2026-07-17T06:06:17,health_monitor/node_2/cs_ppg,312,"{""ts"":220782,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6600,0.7141,0.7646,0.8090,0.8451,0.8710,0.8854,0.8873,0.8765,0.8533,0.8184,0.7734,0.7201,0.6607,0.5979,0.5342,0.4726,0.4156,0.3657,0.3249,0.2950,0.2772,0.2720,0.2795,0.2991,0.3297,0.3697,0.4171,0.4694,0.5243,0.5789,0.6307]}"
2026-07-17T06:06:18,health_monitor/node_1/cs_imu,1515,"{""ts"":220825,""finger"":true,""mean_ax"":0.1000,""ax"":[2.2900,2.3258,2.3605,2.3928,2.4219,2.4467,2.4664,2.4804,2.4883,2.4898,2.4848,2.4735,2.4563,2.4337,2.4065,2.3755,2.3417,2.3063,2.2704,2.2350,2.2015,2.1708,2.1440,2.1219,2.1052,2.0945,2.0901,2.0922,2.1006,2.1152,2.1354,2.1607],""mean_ay"":0.2000,""ay"":[2.5583,2.5749,2.5856,2.5899,2.5878,2.5793,2.5646,2.5444,2.5191,2.4897,2.4570,2.4222,2.3863,2.3506,2.3161,2.2840,2.2554,2.2311,2.2119,2.1985,2.1913,2.1905,2.1961,2.2080,2.2258,2.2489,2.2765,2.3079,2.3418,2.3774,2.4133,2.4485],""mean_az"":0.3000,""az"":[2.6719,2.6540,2.6309,2.6032,2.5718,2.5378,2.5023,2.4664,2.4312,2.3979,2.3676,2.3413,2.3197,2.3037,2.2937,2.2900,2.2928,2.3020,2.3172,2.3380,2.3637,2.3936,2.4265,2.4615,2.4974,2.5330,2.5673,2.5991,2.6273,2.6511,2.6697,2.6825],""mean_gx"":0.4000,""gx"":[2.6182,2.5823,2.5467,2.5124,2.4807,2.4524,2.4287,2.4101,2.3974,2.3909,2.3908,2.3971,2.4097,2.4281,2.4518,2.4799,2.5115,2.5457,2.5814,2.6173,2.6523,2.6853,2.7153,2.7412,2.7622,2.7776,2.7870,2.7900,2.7865,2.7768,2.7609,2.7396],""mean_gy"":0.5000,""gy"":[2.5386,2.5177,2.5023,2.4930,2.4900,2.4935,2.5034,2.5192,2.5406,2.5669,2.5971,2.6303,2.6654,2.7014,2.7369,2.7710,2.8024,2.8302,2.8535,2.8715,2.8836,2.8895,2.8889,2.8819,2.8687,2.8497,2.8256,2.7970,2.7651,2.7307,2.6950,2.6591],""mean_gz"":0.6000,""gz"":[2.5982,2.6115,2.6305,2.6547,2.6832,2.7152,2.7496,2.7854,2.8212,2.8561,2.8888,2.9184,2.9437,2.9642,2.9789,2.9876,2.9899,2.9858,2.9753,2.9588,2.9369,2.9102,2.8796,2.8462,2.8109,2.7750,2.7395,2.7057,2.6746,2.6472,2.6244,2.6070]}"
2026-07-17T06:06:20,health_monitor/node_2/cs_ppg,312,"{""ts"":223804,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6700,0.7241,0.7746,0.8190,0.8551,0.8810,0.8954,0.8973,0.8865,0.8633,0.8284,0.7834,0.7301,0.6707,0.6079,0.5442,0.4826,0.4256,0.3757,0.3349,0.3050,0.2872,0.2820,0.2895,0.3091,0.3397,0.3797,0.4271,0.4794,0.5343,0.5889,0.6407]}"
2026-07-17T06:06:21,health_monitor/node_1/cs_imu,1515,"{""ts"":223853,""finger"":true,""mean_ax"":0.1000,""ax"":[2.3200,2.3558,2.3905,2.4228,2.4519,2.4767,2.4964,2.5104,2.5183,2.5198,2.5148,2.5035,2.4863,2.4637,2.4365,2.4055,2.3717,2.3363,2.3004,2.2650,2.2315,2.2008,2.1740,2.1519,2.1352,2.1245,2.1201,2.1222,2.1306,2.1452,2.1654,2.1907],""mean_ay"":0.2000,""ay"":[2.5883,2.6049,2.6156,2.6199,2.6178,2.6093,2.5946,2.5744,2.5491,2.5197,2.4870,2.4522,2.4163,2.3806,2.3461,2.3140,2.2854,2.2611,2.2419,2.2285,2.2213,2.2205,2.2261,2.2380,2.2558,2.2789,2.3065,2.3379,2.3718,2.4074,2.4433,2.4785],""mean_az"":0.3000,""az"":[2.7019,2.6840,2.6609,2.6332,2.6018,2.5678,2.5323,2.4964,2.4612,2.4279,2.3976,2.3713,2.3497,2.3337,2.3237,2.3200,2.3228,2.3320,2.3472,2.3680,2.3937,2.4236,2.4565,2.4915,2.5274,2.5630,2.5973,2.6291,2.6573,2.6811,2.6997,2.7125],""mean_gx"":0.4000,""gx"":[2.6482,2.6123,2.5767,2.5424,2.5107,2.4824,2.4587,2.4401,2.4274,2.4209,2.4208,2.4271,2.4397,2.4581,2.4818,2.5099,2.5415,2.5757,2.6114,2.6473,2.6823,2.7153,2.7453,2.7712,2.7922,2.8076,2.8170,2.8200,2.8165,2.8068,2.7909,2.7696],""mean_gy"":0.5000,""gy"":[2.5686,2.5477,2.5323,2.5230,2.5200,2.5235,2.5334,2.5492,2.5706,2.5969,2.6271,2.6603,2.6954,2.7314,2.7669,2.8010,2.8324,2.8602,2.8835,2.9015,2.9136,2.9195,2.9189,2.9119,2.8987,2.8797,2.8556,2.8270,2.7951,2.7607,2.7250,2.6891],""mean_gz"":0.6000,""gz"":[2.6282,2.6415,2.6605,2.6847,2.7132,2.7452,2.7796,2.8154,2.8512,2.8861,2.9188,2.9484,2.9737,2.9942,3.0089,3.0176,3.0199,3.0158,3.0053,2.9888,2.9669,2.9402,2.9096,2.8762,2.8409,2.8050,2.7695,2.7357,2.7046,2.6772,2.6544,2.6370]}"
